Code,category_uz,category_ru,category_en,category_uz_cyrillic,date,value
2.16,Erkaklar uchun kostyum,Костюм мужской,Suit male,Эркаклар учун костюм,2024-04-01,100.0
2.17,Oʻgʻil bolalar uchun kostyum,Костюм для мальчиков,Boys' suit,Ўғил болалар учун костюм,2024-04-01,99.84
2.18,Erkaklar uchun pidjaklar,Пиджаки мужские,Men's jackets,Эркаклар учун пиджаклар,2024-04-01,100.0
2.19,Oʻgʻil bolalar uchun pidjaklar,Пиджаки для мальчиков,Boys' jackets,Ўғил болалар учун пиджаклар,2024-04-01,100.0
2.2,"Erkaklar uchun sviterlar, jemperlar, puloverlar","Свитера, джемперы, пуловеры мужские","Men's sweaters, jumpers, pullovers","Эркаклар учун свитерлар, жемперлар, пуловерлар",2024-04-01,100.0
2.21,"Oʻgʻil bolalar uchun sviterlar, jemperlar, puloverlar","Свитера, джемперы, пуловеры для мальчиков","Men's sweaters, jumpers, pullovers","Ўғил болалар учун свитерлар, жемперлар, пуловерлар",2024-04-01,100.0
2.22,"Erkaklar uchun shimlar, djinsi shimlar","Брюки, джинсы мужские","Men's trousers, jeans","Эркаклар учун шимлар, джинси шимлар",2024-04-01,100.0
2.23,"Oʻgʻil bolalar uchun shimlar, djinsi shimlar","Брюки, джинсы для мальчиков","Boys' trousers, jeans","Ўғил болалар учун шимлар, джинси шимлар",2024-04-01,100.0
2.24,Erkaklar uchun koʻylaklar,"Сорочки, рубашки мужские","Men's shirts, blouses",Эркаклар учун кўйлаклар,2024-04-01,100.0
2.25,"Oʻgʻil bolalar uchun sorochkalar, koʻylaklar","Сорочки, рубашки для мальчиков","Boys' shirts, blouses","Ўғил болалар учун сорочкалар, кўйлаклар",2024-04-01,100.0
2.26,Erkaklar uchun maykalar,Майки мужские,Men's undershirts,Эркаклар учун майкалар,2024-04-01,99.69
2.27,Erkaklar uchun trusiklar,Трусы мужские,Men's underpants,Эркаклар учун трусиклар,2024-04-01,100.71
2.28,Erkaklar uchun shortik va shalvarlar,Шорты и брюки (шалвар) мужские,Men's shorts and trousers (shalwar),Эркаклар учун шортик ва шалварлар,2024-04-01,100.0
2.29,Erkaklar uchun futbolkalar,Футболки мужские,Men's T-shirts,Эркаклар учун футболкалар,2024-04-01,97.5
2.3,Erkaklar uchun ich kiyim komplekti,Комплект белья мужского,Men's underwear set,Эркаклар учун ич кийим комплекти,2024-04-01,101.2
2.31,Erkaklar paypogʻi,Носки мужские,Men's socks,Эркаклар пайпоғи,2024-04-01,99.92
2.32,Oʻgʻil bolalar uchun maykalar,Майки для мальчиков,Men's undershirts,Ўғил болалар учун майкалар,2024-04-01,99.95
2.33,Oʻgʻil bolalar uchun trusiklar,Трусы для мальчиков,Boys' underpants,Ўғил болалар учун трусиклар,2024-04-01,100.0
2.34,Oʻgʻil bolalar uchun futbolkalar,Футболки для мальчиков,Boys' T-shirts,Ўғил болалар учун футболкалар,2024-04-01,100.0
2.35,Oʻgʻil bolalar uchun shortilar,Шорты для мальчиков,Boys' shorts,Ўғил болалар учун шортилар,2024-04-01,100.88
2.36,Oʻgʻil bolalar uchun ich kiyim komplekti,Комплект белья для мальчиков,Boys' underwear set,Ўғил болалар учун ич кийим комплекти,2024-04-01,100.0
2.37,"Oʻgʻil bolalar uchun paypoq, kolgotka, chulki-paypoq mahsulotlari","Носки, колготки, чулочно-носочные изделия для мальчиков","Boys' socks, tights, hosiery","Ўғил болалар учун пайпоқ, колготка, чулки-пайпоқ маҳсулотлари",2024-04-01,99.61
2.38,Erkaklar uchun sport kostyumi,Спортивный костюм мужской,Men's tracksuit,Эркаклар учун спорт костюми,2024-04-01,100.0
2.39,Oʻgʻil bolalar uchun sport kostyumi,Спортивный костюм для мальчиков,Boys' tracksuit,Ўғил болалар учун спорт костюми,2024-04-01,101.17
2.4,"Ayollar uchun qishki palto, kalta palto","Пальто, полупальто зимнее женское","Women's winter coat, short coat","Аёллар учун қишки пальто, калта пальто",2024-04-01,100.0
2.41,"Qiz bolalar uchun qishki palto, kalta palto","Пальто, полупальто зимнее для девочек","Girls' winter coat, short coat","Қиз болалар учун қишки пальто, калта пальто",2024-04-01,100.0
2.42,Ayollar uchun qishki kurtka,Куртка зимняя женская,Women's winter jacket,Аёллар учун қишки куртка,2024-04-01,100.0
2.43,Ayollar uchun yengil (demisezon) kurtka,Куртка демисезонная женская,Women's demi-season jacket,Аёллар учун енгил (демисезон) куртка,2024-04-01,99.68
2.44,Ayollar uchun charm kurtka,Куртка кожаная женская,Women's leather jacket,Аёллар учун чарм куртка,2024-04-01,99.73
2.45,Qiz bolalar uchun qishki kurtka,Куртка зимняя для девочек,Girls' winter jacket,Қиз болалар учун қишки куртка,2024-04-01,100.0
2.46,Qiz bolalar uchun yengil mavsumiy kurtka,Куртка демисезонная для девочек,Girls' demi-season jacket,Қиз болалар учун енгил мавсумий куртка,2024-04-01,100.0
2.47,"Ayollar uchun shuba, kalta shuba","Шуба, полушубок женский","Women's fur coat, short fur coat","Аёллар учун шуба, калта шуба",2024-04-01,99.44
2.48,Ayollar uchun plash,Плащ женский,Women's raincoat,Аёллар учун плаш,2024-04-01,100.0
2.49,Qiz bolalar uchun plash,Плащ для девочек,Girls' raincoat,Қиз болалар учун плаш,2024-04-01,100.87
2.5,"Ayollar uchun milliy ustki kamzullar, xalatlar","Женские национальные верхние камзолы, халаты","Women's national outer camisoles, robes","Аёллар учун миллий устки камзуллар, халатлар",2024-04-01,100.0
2.51,Ayollar uchun kostyum (yubka yoki shim bilan birga),Костюм женский (с юбк. или бpюк.),Women's suit (with skirts or trousers),Аёллар учун костюм (юбка ёки шим билан бирга),2024-04-01,100.0
2.52,Ayollar uchun koʻylaklar,Платья женские,Women's dresses,Аёллар учун кўйлаклар,2024-04-01,100.0
2.53,Qiz bolalar uchun koʻylaklar,Платья для девочек,Dresses for girls,Қиз болалар учун кўйлаклар,2024-04-01,98.17
2.54,Ayollar uchun pidjaklar,Пиджаки женские,Women's jackets,Аёллар учун пиджаклар,2024-04-01,100.0
2.55,"Ayollar uchun sviterlar, jemperlar, puloverlar","Свитера, джемперы, пуловеры женские","Women's sweaters, jumpers, pullovers","Аёллар учун свитерлар, жемперлар, пуловерлар",2024-04-01,100.39
2.56,"Qiz bolalar uchun sviterlar, jemperlar, puloverlar","Свитера, джемперы, пуловеры для девочек","Women's sweaters, jumpers, pullovers","Қиз болалар учун свитерлар, жемперлар, пуловерлар",2024-04-01,100.25
2.57,"Ayollar uchun shimlar, djinsi shimlar","Брюки, джинсы женские","Women's trousers, jeans","Аёллар учун шимлар, джинси шимлар",2024-04-01,100.35
2.58,"Qiz bolalar uchun shimlar, djinsi shimlar","Брюки, джинсы для девочек","Girls' trousers, jeans","Қиз болалар учун шимлар, джинси шимлар",2024-04-01,100.0
2.59,"Ayollar uchun trikolar, gamashlar, losinalar","Трико, гамаши, лосины женские","Women's tights, leggings, tights","Аёллар учун триколар, гамашлар, лосиналар",2024-04-01,100.0
2.6,"Qiz bolalar uchun trikolar, gamashlar, losinalar","Трико, гамаши, лосины для девочек","Women's tights, leggings, tights for girls","Қиз болалар учун триколар, гамашлар, лосиналар",2024-04-01,99.29
2.61,Ayollar uchun yubkalar,Юбки женские,Women's skirts,Аёллар учун юбкалар,2024-04-01,100.0
2.62,"Ayollar uchun sorochkalar, bluzkalar","Сорочки, блузки женские","Shirts, blouses for women","Аёллар учун сорочкалар, блузкалар",2024-04-01,100.0
2.63,Qiz bolalar uchun yubkalar,Юбки для девочек,Skirts for girls,Қиз болалар учун юбкалар,2024-04-01,100.0
2.64,"Qiz bolalar uchun sorochkalar, bluzkalar","Сорочки, блузки для девочек","Shirts, blouses for girls","Қиз болалар учун сорочкалар, блузкалар",2024-04-01,100.33
2.65,"Ayollar uchun xalatlar, pijamalar","Халат, пижама женские","Robe, pajamas for women","Аёллар учун халатлар, пижамалар",2024-04-01,100.0
2.66,"Qiz bolalar uchun xalatlar, pijamalar","Халат, пижама для девочек","Robe, pajamas for girls","Қиз болалар учун халатлар, пижамалар",2024-04-01,100.0
2.67,Ayollar uchun maykalar,Майки женские,Women's T-shirts,Аёллар учун майкалар,2024-04-01,100.0
2.68,"Ayollar uchun trusiklar, pantalonlar","Трусы, панталоны женские","Panties, pantaloons for women","Аёллар учун трусиклар, панталонлар",2024-04-01,100.01
2.69,Ayollar uchun byustgalterlar,Бюстгальтер женский,Women's bra,Аёллар учун бюстгальтерлар,2024-04-01,100.0
2.7,Ayollar uchun tungi koʻylaklar,Сорочки ночные женские,Women's nightgowns,Аёллар учун тунги кўйлаклар,2024-04-01,100.0
2.71,Ayollar uchun futbolkalar,Футболки женские,Women's T-shirts,Аёллар учун футболкалар,2024-04-01,100.85
2.72,Ayollar uchun ich kiyim komplekti,Комплект белья женского,Women's underwear set,Аёллар учун ич кийим комплекти,2024-04-01,100.0
2.73,"Ayollar uchun kolgotkalar, chulki-paypoq mahsulotlari","Колготки, чулочно-носочные изделия женские","Women's tights, hosiery","Аёллар учун колготкалар, чулки-пайпоқ маҳсулотлари",2024-04-01,99.83
2.74,Qiz bolalar uchun maykalar,Майки для девочек,T-shirts for girls,Қиз болалар учун майкалар,2024-04-01,100.0
2.75,"Qiz bolalar uchun trusiklar, pantalonlar","Трусы, панталоны для девочек","Panties, pantaloons for girls","Қиз болалар учун трусиклар, панталонлар",2024-04-01,100.0
2.76,Qiz bolalar futbolkalar,Футболки для девочек,T-shirts for girls,Қиз болалар футболкалар,2024-04-01,100.0
2.77,"Qiz bolalar uchun paypoq, kolgotka, chulki-paypoq mahsulotlari","Носки, колготки, чулочно-носочные изделия для девочек","Socks, tights, hosiery for girls","Қиз болалар учун пайпоқ, колготка, чулки-пайпоқ маҳсулотлари",2024-04-01,99.82
2.78,Ayollar uchun sport kostyumi,Спортивный костюм женский,Women's tracksuit,Аёллар учун спорт костюми,2024-04-01,100.0
2.79,Qiz bolalar uchun sport kostyumi,Спортивный костюм для девочек,Girls' tracksuit,Қиз болалар учун спорт костюми,2024-04-01,100.0
2.8,Yoʻrgaklar,Пеленки,Nappies,Йўргаклар,2024-04-01,99.68
2.81,"Goʻdaklar uchun issiq kombinezonlar, kurtkalar","Комбинезон, куртка, утепленные, для младенцев","Jumpsuit, jacket, insulated, for babies","Гўдаклар учун иссиқ комбинезонлар, курткалар",2024-04-01,100.0
